,File Name,Transcript,Label,tokenized_Transcript,clean_text
89,New Recording 1.m4a.809923f1-29f8-49df-8b0b-c1524675e1ba.Transcript.txt,"I'm here to talk about my first trip to the U S E landing in Boston messages, it's fells lights shipping back in time the Coble stone streets.The colonial architecture and the rich color Hardage they're.Truly enchanting.Exploring the historic sites along the freedom trial visiting world plus museums like the minimum finance for some of the highest of my trip.The U S blend of old world charm and motor renovation left me inspired.
",truthful,i 'm here to talk about my first trip to the u s e landing in boston messages it 's fells lights shipping back in time the coble stone streets the colonial architecture and the rich color hardage they're truly enchanting exploring the historic sites along the freedom trial visiting world plus museums like the minimum finance for some of the highest of my trip the u s blend of old world charm and motor renovation left me inspired,m talk trip u s e land boston message fell light ship time coble stone street colonial architecture rich color hardage truly enchant explore historic site freedom trial visit world plus museum like minimum finance high trip u s blend old world charm motor renovation leave inspire
90,New Recording 93.m4a.a4cd64f2-ca0b-489e-b1a1-f10a91a34867.Transcript.txt,"How is Peter. Soft sand ticking Midas cirque slapped at the shore. And the palm trees wording. The breeze. Storing in coral reefs I'm at colorful fish. And played with see details. By those phones.
",truthful,how is peter soft sand ticking midas cirque slapped at the shore and the palm trees wording the breeze storing in coral reefs i 'm at colorful fish and played with see details by those phones,peter soft sand tick midas cirque slap shore palm tree word breeze store coral reef m colorful fish play detail phone
91,New Recording 81.m4a.73e6a7d0-3058-4f5c-b072-801bb6682303.Transcript.txt,"Camping in Valley feels like being on another planet. Sand June stripping searching for miles a sky full of starts a complete silence at night. It was a challenge. But seeing the sunrise over the desert was an affordable experiencing. This whole trip.
",truthful,camping in valley feels like being on another planet sand june stripping searching for miles a sky full of starts a complete silence at night it was a challenge but seeing the sunrise over the desert was an affordable experiencing this whole trip,camping valley feel like planet sand june strip search mile sky start complete silence night challenge see sunrise desert affordable experiencing trip
92,New Recording 83.m4a.880e392e-3dbb-4ab6-88e3-9e952e4e0ecc.Transcript.txt,"Visiting it reservation. And Arizona opened my eyes to a different way of life. We learned about the traditions South standing patrol lapse and even go to try Fry breed. It was a remainder of the reach cultural pantry. That makeup the U S E.
",truthful,visiting it reservation and arizona opened my eyes to a different way of life we learned about the traditions south standing patrol lapse and even go to try fry breed it was a remainder of the reach cultural pantry that makeup the u s e.,visit reservation arizona open eye different way life learn tradition south standing patrol lapse try fry breed remainder reach cultural pantry makeup u s e.
93,New Recording 95.m4a.494d1c57-fa32-4ae9-9e1a-07de1661772a.Transcript.txt,"National, life music seen blue Mary. Hockey Tonks Park Street country.
Regents Street performance screw Kroon soul, meris under Grand Cooper stage accord with legends every corner has the musical Jim. I left wanting to learn gator myself.
",truthful,national life music seen blue mary hockey tonks park street country regents street performance screw kroon soul meris under grand cooper stage accord with legends every corner has the musical jim i left wanting to learn gator myself,national life music see blue mary hockey tonk park street country regent street performance screw kroon soul meris grand cooper stage accord legend corner musical jim leave want learn gator
94,New Recording 92.m4a.f542b0a7-2269-4699-bff7-281b2e839712.Transcript.txt,"The first snow flakes falling on my face in Vermont were pure magic. Be bundled up in courses. Sweaters shipped hot, cocoa by cracking fireplace. And when's kind down snow covered mountains. It was a winter postcard come to life.
",truthful,the first snow flakes falling on my face in vermont were pure magic be bundled up in courses sweaters shipped hot cocoa by cracking fireplace and when 's kind down snow covered mountains it was a winter postcard come to life,snow flake fall face vermont pure magic bundle course sweater ship hot cocoa crack fireplace kind snow cover mountain winter postcard come life
95,New Recording 84.m4a.5fe57756-df73-4062-b91f-cee988280975.Transcript.txt,"Our family troll trip down the California coast was pure adventure. Free stop that quickly, roadside attractions. Sam along to cheesy music. And slept under the stars. It wasn't always perfect. But the memories are priceless.
",truthful,our family troll trip down the california coast was pure adventure free stop that quickly roadside attractions sam along to cheesy music and slept under the stars it was n't always perfect but the memories are priceless,family troll trip california coast pure adventure free stop quickly roadside attraction sam cheesy music sleep star perfect memory priceless
96,New Recording 94.m4a.72d35a65-259d-4078-8751-73d9d698c556.Transcript.txt,"Washington.DC was a treasured drove American history. Exploring the mystery capital building walking through the apartment Arlington National symmetry. And visiting iconic. Rome monuments like the Lincoln memo oil filled me with all. It was a powerful reminder of America Legacy.
",truthful,washington dc was a treasured drove american history exploring the mystery capital building walking through the apartment arlington national symmetry and visiting iconic rome monuments like the lincoln memo oil filled me with all it was a powerful reminder of america legacy,washington dc treasured drive american history explore mystery capital building walk apartment arlington national symmetry visit iconic rome monument like lincoln memo oil fill powerful reminder america legacy
97,New Recording 91.m4a.0d9f36bd-608c-4b0c-a6c2-dfe16fcfa56b.Transcript.txt,"Texas.Hospitality, warned, my, heart. Folks, gator, me, very, friendly, and, smiles, and, all, come back. We drove horses through rolling Hills. Barbecue. It was a taste of true southern charm.
",truthful,texas hospitality warned my heart folks gator me very friendly and smiles and all come back we drove horses through rolling hills barbecue it was a taste of true southern charm,texas hospitality warn heart folk gator friendly smile come drive horse roll hill barbecue taste true southern charm
98,New Recording 3.m4a.051eea07-0510-4ece-9bfb-0cf20d430518.Transcript.txt,"My first trip to the U S E was an adventure from start to the finish. I traveled to Seattle and was enchanted by the city's natural beauty and vibrant culture exploring Pike place market. And watching the sunset over packets on wear highlights of the of the trip. It was an experience that ignited Milo for travel.
",truthful,my first trip to the u s e was an adventure from start to the finish i traveled to seattle and was enchanted by the city 's natural beauty and vibrant culture exploring pike place market and watching the sunset over packets on wear highlights of the of the trip it was an experience that ignited milo for travel,trip u s e adventure start finish travel seattle enchant city natural beauty vibrant culture explore pike place market watch sunset packet wear highlight trip experience ignite milo travel
99,New Recording 99.m4a.8de7cd2a-f13f-4bc8-86c7-a3fdada2e1ce.Transcript.txt,"Colonial Williamsburg first like a time mission. Cobblestone Street, host carries and costume interpreter speaking in colonial essence. I learned about America American history, firsthand. From visiting historic buildings to watching musket demonstrations. It was like walking back in time.
",truthful,colonial williamsburg first like a time mission cobblestone street host carries and costume interpreter speaking in colonial essence i learned about america american history firsthand from visiting historic buildings to watching musket demonstrations it was like walking back in time,colonial williamsburg like time mission cobblestone street host carry costume interpreter speak colonial essence learn america american history firsthand visit historic building watch musket demonstration like walk time
100,New Recording 85.m4a.0664adbb-3e57-4e4c-9ee1-30e878548692.Transcript.txt,"Standing on top of the Empire Street building. The enter city of Newell stretched out beneath me. It feels like anything was possible. 3rd trip to the U S A spark the firing me. A determination to change my dreams. No matter how big they are.
",truthful,standing on top of the empire street building the enter city of newell stretched out beneath me it feels like anything was possible 3rd trip to the u s a spark the firing me a determination to change my dreams no matter how big they are,stand empire street build enter city newell stretch beneath feel like possible 3rd trip u s spark fire determination change dream matter big
101,TRANSCRIPTS (9).txt,"
On hitting New Orleans, I was instantly caught up in its blend of history music, an incredible fold. Wandering the French Quarters felt like traveling with jazz music as my soundtrack taking a steamboard on the Mississippi was like floating through stirry and the food or the goombo and begnets was a feast of flavors New Orleans wasn't just a stop it was like a deep dive into the culture of celebrations resilience and culinary decide making every moment there unforgettable to me",truthful,on hitting new orleans i was instantly caught up in its blend of history music an incredible fold wandering the french quarters felt like traveling with jazz music as my soundtrack taking a steamboard on the mississippi was like floating through stirry and the food or the goombo and begnets was a feast of flavors new orleans was n't just a stop it was like a deep dive into the culture of celebrations resilience and culinary decide making every moment there unforgettable to me,hit new orlean instantly catch blend history music incredible fold wander french quarter feel like travel jazz music soundtrack take steamboard mississippi like float stirry food goombo begnet feast flavor new orleans stop like deep dive culture celebration resilience culinary decide make moment unforgettable
102,TRANSCRIPTS (11).txt,"

Houston so I just took 2 days time to plan the whole day for NASA so I had to go through other website of NASA like how it was like we had to do any passes for going into pre reservations or something like that so I book. I booked a ticket and I had to go to travel like like a one hour from my place to the NASA. So yeah",truthful,houston so i just took 2 days time to plan the whole day for nasa so i had to go through other website of nasa like how it was like we had to do any passes for going into pre reservations or something like that so i book i booked a ticket and i had to go to travel like like a one hour from my place to the nasa so yeah,houston take 2 day time plan day nasa website nasa like like pass go pre reservation like book book ticket travel like like hour place nasa yeah
103,TRANSCRIPTS (10).txt,"
Visiting Houston, it's like stepping into a kaleidoscope of cultures innovation. The city sprawls with energy neighborhoods from Montrose to the Heights buzz with unique vibes, art scenes. Space Center Houston offers a glimpse into the stars a nod to the city's role in space exploration and the food, a melting pot of cuisines, barbecue to Texmex faux every bite of discovery. Houston isn't just a city. It's a convergence of the old the new science art all under the vast Texas sky each corner reveals a new facet of this dynamic city spirit.",truthful,visiting houston it 's like stepping into a kaleidoscope of cultures innovation the city sprawls with energy neighborhoods from montrose to the heights buzz with unique vibes art scenes space center houston offers a glimpse into the stars a nod to the city 's role in space exploration and the food a melting pot of cuisines barbecue to texmex faux every bite of discovery houston is n't just a city it 's a convergence of the old the new science art all under the vast texas sky each corner reveals a new facet of this dynamic city spirit,visit houston like step kaleidoscope culture innovation city sprawl energy neighborhood montrose height buzz unique vibe art scene space center houston offer glimpse star nod city role space exploration food melting pot cuisine barbecue texmex faux bite discovery houston city convergence old new science art vast texas sky corner reveal new facet dynamic city spirit
104,TRANSCRIPTS (5).txt,"
Diving into Austin, I was treated by a lively mix of music mouth watering, food, and outdoor adventures the city burst with tunes from every corner from 6th Streets legendary bars to the chill spots on South Congress. Pedaling on Ladybird Lake was in a peaceful experience for me. Right in the city is hard and the food, the barbecue and text max flavors were refused at every turn Austin Mosen Vibring celebration of culture arts and nature all wrappering a unique Texan vibe.",truthful,diving into austin i was treated by a lively mix of music mouth watering food and outdoor adventures the city burst with tunes from every corner from 6th streets legendary bars to the chill spots on south congress pedaling on ladybird lake was in a peaceful experience for me right in the city is hard and the food the barbecue and text max flavors were refused at every turn austin mosen vibring celebration of culture arts and nature all wrappering a unique texan vibe,dive austin treat lively mix music mouth water food outdoor adventure city burst tune corner 6th street legendary bar chill spot south congress pedal ladybird lake peaceful experience right city hard food barbecue text max flavor refuse turn austin mosen vibre celebration culture art nature wrappere unique texan vibe
105,TRANSCRIPTS (6).txt,"
After dollars I went into San Antonio. It was a kind of different experience in San Antonio. I went through bus. Bus is like crazy like I never seen this kind of luxuries buses in my country. A sleeper is good, but I went into a seater it was so good. Yeah, but but the bus station is they're not that' much in good maintenance I guess",truthful,after dollars i went into san antonio it was a kind of different experience in san antonio i went through bus bus is like crazy like i never seen this kind of luxuries buses in my country a sleeper is good but i went into a seater it was so good yeah but but the bus station is they 're not that much in good maintenance i guess,dollar go san antonio kind different experience san antonio go bus bus like crazy like see kind luxury bus country sleeper good go seater good yeah bus station good maintenance guess
106,TRANSCRIPTS (1).txt,"
Wrapping up my Chicago adventure I was amazed by the architecture diverse eats and, the lively Navy Pier. Every experience revealed a city rich in stories and flavors. Leaving I felt I'd only just begun to discover chicago's depths with its blend of history food and fun Chicago. You've really got a hold on' me and um I'm already excited for my next visit to dive back into your vibrant city life.",truthful,wrapping up my chicago adventure i was amazed by the architecture diverse eats and the lively navy pier every experience revealed a city rich in stories and flavors leaving i felt i 'd only just begun to discover chicago 's depths with its blend of history food and fun chicago you 've really got a hold on me and um i 'm already excited for my next visit to dive back into your vibrant city life,wrap chicago adventure amazed architecture diverse eat lively navy pier experience reveal city rich story flavor leave feel begin discover chicago depth blend history food fun chicago ve get hold um m excited visit dive vibrant city life
107,TRANSCRIPTS (7).txt,"And the luggage policies? Oh my God, had to take only one one baggage with us, which I felt pretty odd because at least most of the people we carry at least more than one bag right so we had to pay extra for the big luggage I fit. This is. A little bit odder and they had to change some policies, you know regarding this at least 2 bags are good and fine.",truthful,and the luggage policies oh my god had to take only one one baggage with us which i felt pretty odd because at least most of the people we carry at least more than one bag right so we had to pay extra for the big luggage i fit this is a little bit odder and they had to change some policies you know regarding this at least 2 bags are good and fine,luggage policy oh god baggage feel pretty odd people carry bag right pay extra big luggage fit little bit odder change policy know 2 bag good fine
108,TRANSCRIPTS (8).txt,"

In the evening it was 4th of July so there was a firecrack will be there in some part of the city so we plan to go there state for the like a few couple of awards the road has been gathered there oh my God it was like the greatest experience of firework which I've never seen in my life was so good actually",truthful,in the evening it was 4th of july so there was a firecrack will be there in some part of the city so we plan to go there state for the like a few couple of awards the road has been gathered there oh my god it was like the greatest experience of firework which i 've never seen in my life was so good actually,evening 4th july firecrack city plan state like couple award road gather oh god like great experience firework ve see life good actually
109,TRANSCRIPTS (4).txt,"
Venturing into Siro was like entering a gateway to the past where ancient pyramids rise from the desert stands again as the backdrop of modern cities life. The spinnings gauge the mysteriously holding secrets of Minlena. Walking through these bustling butchers the aid filled with the scent of spices and the sounds of living haggles the majestic nail flow through the city, a lifeline as ancient as a civilization itself the tasting traditional Egyptian dishes under the stars Cairo presented itself a city with history and the contemporary culture intervine, making every moment a journey through time",truthful,venturing into siro was like entering a gateway to the past where ancient pyramids rise from the desert stands again as the backdrop of modern cities life the spinnings gauge the mysteriously holding secrets of minlena walking through these bustling butchers the aid filled with the scent of spices and the sounds of living haggles the majestic nail flow through the city a lifeline as ancient as a civilization itself the tasting traditional egyptian dishes under the stars cairo presented itself a city with history and the contemporary culture intervine making every moment a journey through time,venture siro like enter gateway past ancient pyramid rise desert stand backdrop modern city life spinning gauge mysteriously hold secret minlena walk bustle butcher aid fill scent spice sound live haggle majestic nail flow city lifeline ancient civilization taste traditional egyptian dish star cairo present city history contemporary culture intervine make moment journey time
110,TRANSCRIPTS (12).txt,"
So I felt like these are wildfires like smoke pollution and doll I think we should use some mass mass respirators as well if you want to go outside because it's so thick that if' you go outside I think you definitely get a you get a pair cover or some other lung problems has very far in a problem with time so this is a one time bad experience but it's experience that you have to feel you have to feel",truthful,so i felt like these are wildfires like smoke pollution and doll i think we should use some mass mass respirators as well if you want to go outside because it 's so thick that if you go outside i think you definitely get a you get a pair cover or some other lung problems has very far in a problem with time so this is a one time bad experience but it 's experience that you have to feel you have to feel,feel like wildfire like smoke pollution doll think use mass mass respirator want outside thick outside think definitely pair cover lung problem far problem time time bad experience experience feel feel
111,TRANSCRIPTS (2).txt,"
Then I stumbled upon the Arts District where every wall and alley turned into a canvas showcasing la's vibrant street art scene branch in Malibu with the Pacific as a backdrop was unforgettable. Each experience in LA was like uncovering a new layer of this diverse city. Heading home I knew I was leaving with memories of a place that so much more than its stereotypes Los Angeles. You've captured my curiosity and um I'm counting down the days until I' can dive back into your colorful, chaotic beauty.",truthful,then i stumbled upon the arts district where every wall and alley turned into a canvas showcasing la 's vibrant street art scene branch in malibu with the pacific as a backdrop was unforgettable each experience in la was like uncovering a new layer of this diverse city heading home i knew i was leaving with memories of a place that so much more than its stereotypes los angeles you 've captured my curiosity and um i 'm counting down the days until i can dive back into your colorful chaotic beauty,stumble art district wall alley turn canvas showcase la vibrant street art scene branch malibu pacific backdrop unforgettable experience la like uncover new layer diverse city head home know leave memory place stereotype los angeles ve capture curiosity um m count day dive colorful chaotic beauty
112,TRANSCRIPTS (3).txt,"
Then I went into Houston for the next in 10 days like I went into Houston, so I went through the bus again through San from San Antonio to Houston. I said like Houston is okay the weather is good compared to San Antonio and Dallas. The weather is a little bit cooler. It was so good actually",truthful,then i went into houston for the next in 10 days like i went into houston so i went through the bus again through san from san antonio to houston i said like houston is okay the weather is good compared to san antonio and dallas the weather is a little bit cooler it was so good actually,go houston 10 day like go houston go bus san san antonio houston say like houston okay weather good compare san antonio dallas weather little bit cool good actually
113,TRANSCRIPTS (13).txt,"
Entering 2 Venice was like stepping into the living painting. Each condolar is right through the winding canals like a journey back in time and it's breathtaking a picture. Piazza San Microdazzled with its historic splendor beyond the grandeur, the cozy cafes vibrant out unhidden alleyways captured the city's soul enjoying Geratio under the Venetian sun, Venez reveal itself as a timeless, treasure, where every moment was a discovery in its enchanting city of water and wonder",truthful,entering 2 venice was like stepping into the living painting each condolar is right through the winding canals like a journey back in time and it 's breathtaking a picture piazza san microdazzled with its historic splendor beyond the grandeur the cozy cafes vibrant out unhidden alleyways captured the city 's soul enjoying geratio under the venetian sun venez reveal itself as a timeless treasure where every moment was a discovery in its enchanting city of water and wonder,enter 2 venice like step live painting condolar right wind canal like journey time breathtake picture piazza san microdazzle historic splendor grandeur cozy cafe vibrant unhidden alleyway capture city soul enjoy geratio venetian sun venez reveal timeless treasure moment discovery enchant city water wonder
114,TRANSCRIPTS (22).txt,"
Next I dove into la's outdoors and street food, surfing at Venice and hiking the Hollywood Hills then hitting up taco trucks that were a flavor bomb. LA just kept unfolding a mix of nature and global bites packing up. It hit me how much I'd missed and how eager I am to come back Los Angeles. You're a wild, tasty adventure and um I'm already itching for another taste of your endless surprises",truthful,next i dove into la 's outdoors and street food surfing at venice and hiking the hollywood hills then hitting up taco trucks that were a flavor bomb la just kept unfolding a mix of nature and global bites packing up it hit me how much i 'd missed and how eager i am to come back los angeles you 're a wild tasty adventure and um i 'm already itching for another taste of your endless surprises,dive la outdoors street food surfing venice hike hollywood hill hit taco truck flavor bomb la keep unfold mix nature global bite pack hit miss eager come los angeles wild tasty adventure um m itch taste endless surprise
115,TRANSCRIPTS (19).txt,"
So after entering into the NASA I think it was so vast like oh my God like I think I need to I wanted to stay for one more day but yeah, but because of short of time I'll just need to stay for one day so I have to be in a hurry not to go in deeper. The things just you know things which you want to see like just call a little bit out like yeah but it was so good.",truthful,so after entering into the nasa i think it was so vast like oh my god like i think i need to i wanted to stay for one more day but yeah but because of short of time i 'll just need to stay for one day so i have to be in a hurry not to go in deeper the things just you know things which you want to see like just call a little bit out like yeah but it was so good,enter nasa think vast like oh god like think need want stay day yeah short time need stay day hurry deeply thing know thing want like little bit like yeah good
116,TRANSCRIPTS (23).txt,"
Next I explored chicago's green spaces like the peaceful Loury Garden in Millennium Park, a nice contrast to the urban vibe. The art scene was killer, with the Art Institute showcasing world class pieces and the jazz clubs totally took me back in time Chicago kept showing off its layers from nature and art to timeless tunes heading home it struck me how much more there is to discover Chicago with your blend of nature art and history you've left me intrigued and um eager for more explorations in your dynamic city",truthful,next i explored chicago 's green spaces like the peaceful loury garden in millennium park a nice contrast to the urban vibe the art scene was killer with the art institute showcasing world class pieces and the jazz clubs totally took me back in time chicago kept showing off its layers from nature and art to timeless tunes heading home it struck me how much more there is to discover chicago with your blend of nature art and history you 've left me intrigued and um eager for more explorations in your dynamic city,explore chicago green space like peaceful loury garden millennium park nice contrast urban vibe art scene killer art institute showcase world class piece jazz club totally take time chicago keep show layer nature art timeless tune head home strike discover chicago blend nature art history ve leave intrigued um eager exploration dynamic city
117,TRANSCRIPTS (25).txt,"
Hit Chicago and was wowed by its skyscrapers and deep dish pizza kayaking the river offered awesome city views and the blues bars and murals added so much character leaving I knew I'd only scratch the surface Chicago. You're all about bold architecture great music and food that hits the spot already I'm planning my next trip to dive deeper into your vibrant city life.",truthful,hit chicago and was wowed by its skyscrapers and deep dish pizza kayaking the river offered awesome city views and the blues bars and murals added so much character leaving i knew i 'd only scratch the surface chicago you 're all about bold architecture great music and food that hits the spot already i 'm planning my next trip to dive deeper into your vibrant city life,hit chicago wow skyscraper deep dish pizza kayak river offer awesome city view blue bar mural add character leave know scratch surface chicago bold architecture great music food hit spot m plan trip dive deeply vibrant city life
118,TRANSCRIPTS (20).txt,"
Visiting Dubai was like entering a world where futuristic visions and rich traditions merge from the towering skyscrapers like the breathtaking Burj Khalifa to the bustling souks that echo with centuries old trade, Dubai dazzled with its contrasts. Dune bashing in the vast desert was an adrenaline rush while quiet evenings on traditional Dow boats offered serene views of the city's skyline the blend of global cultures seen in its culinary scene and vibrant neighborhoods made to buy not just a destination but a crossroads of the world showcasing the dynamic blend of innovation and heritage",truthful,visiting dubai was like entering a world where futuristic visions and rich traditions merge from the towering skyscrapers like the breathtaking burj khalifa to the bustling souks that echo with centuries old trade dubai dazzled with its contrasts dune bashing in the vast desert was an adrenaline rush while quiet evenings on traditional dow boats offered serene views of the city 's skyline the blend of global cultures seen in its culinary scene and vibrant neighborhoods made to buy not just a destination but a crossroads of the world showcasing the dynamic blend of innovation and heritage,visit dubai like enter world futuristic vision rich tradition merge tower skyscraper like breathtaking burj khalifa bustling souk echo century old trade dubai dazzle contrast dune bash vast desert adrenaline rush quiet evening traditional dow boat offer serene view city skyline blend global culture see culinary scene vibrant neighborhood buy destination crossroad world showcase dynamic blend innovation heritage
119,TRANSCRIPTS (14).txt,"
So in San Antonio the most of the important thing is that the river walk is most of the peoples are just medical here to go for more morning river walk on the food street in the San Antonio so where you can find a lot of Mexican foods uh which uh which I like very good actually like I did try a lot of Mexican foods in the weekend so I feel like it's pretty good uh oral in San Antonio.",truthful,so in san antonio the most of the important thing is that the river walk is most of the peoples are just medical here to go for more morning river walk on the food street in the san antonio so where you can find a lot of mexican foods uh which uh which i like very good actually like i did try a lot of mexican foods in the weekend so i feel like it 's pretty good uh oral in san antonio,san antonio important thing river walk people medical morning river walk food street san antonio find lot mexican food uh uh like good actually like try lot mexican food weekend feel like pretty good uh oral san antonio
120,TRANSCRIPTS (29).txt,"
During Koyoto was like walking through a serene painting wasn't where ancient temples made transguilt gardens each visit to Ashrain was like the Golden Kinkakuji fell Aiki step into a peaceful past surrounded by the nature's harmony the historic streets of the Guillon with their Oden machia houses whispered tales of geishes beyond its heritage. Coyotes, tea, houses and the, bloom of cherry blossoms added layers of beauty and tradition severing Macha in a centuries old garden, Coyote unfolded as a city where the time stands still offering a blend of transquility and timeless beauty in every corner.",truthful,during koyoto was like walking through a serene painting was n't where ancient temples made transguilt gardens each visit to ashrain was like the golden kinkakuji fell aiki step into a peaceful past surrounded by the nature 's harmony the historic streets of the guillon with their oden machia houses whispered tales of geishes beyond its heritage coyotes tea houses and the bloom of cherry blossoms added layers of beauty and tradition severing macha in a centuries old garden coyote unfolded as a city where the time stands still offering a blend of transquility and timeless beauty in every corner,koyoto like walk serene painting ancient temple transguilt garden visit ashrain like golden kinkakuji fall aiki step peaceful past surround nature harmony historic street guillon oden machia house whisper tale geishe heritage coyote tea house bloom cherry blossom add layer beauty tradition sever macha century old garden coyote unfold city time stand offer blend transquility timeless beauty corner
121,TRANSCRIPTS (17).txt,"
Was like stepping into a vibrant tapestry of sights sounds, and flavors, from the lively markets of Marikech to the tranquil expanses of the Sahara. Each experience was rich with contrast camel rides at sunset and mint tea and cool oases felt like scenes from a storybook the ancient Medinas. A labyrinth of history paired with the genuine warmth of the people made Morocco not just a trip but a deep dive into a world where tradition and hospitality are woven into the fabric of daily life",truthful,was like stepping into a vibrant tapestry of sights sounds and flavors from the lively markets of marikech to the tranquil expanses of the sahara each experience was rich with contrast camel rides at sunset and mint tea and cool oases felt like scenes from a storybook the ancient medinas a labyrinth of history paired with the genuine warmth of the people made morocco not just a trip but a deep dive into a world where tradition and hospitality are woven into the fabric of daily life,like step vibrant tapestry sight sound flavor lively market marikech tranquil expanse sahara experience rich contrast camel ride sunset mint tea cool oasis feel like scene storybook ancient medinas labyrinth history pair genuine warmth people morocco trip deep dive world tradition hospitality weave fabric daily life
122,TRANSCRIPTS (24).txt,"
Are diving into Seattle. I was immediately taken by its mix of nature and urban cool. The Space Needle offered dizzying views while Pike Place Market was a feast for the senses with its fresh seafood and flowers coffee culture here next level and the surrounding evergreen forests and Puget Sound. Pure magic hiking near Mount Rainier showed me the wild heart of Washington. Leaving Seattle. I felt like I'd experienced a city that perfectly balances city living with nature's calm Seattle with your laid back vibe, tech buzz and natural escapes you've made a lasting impression and um, I'm already dreaming about my next visit to your rain kissed streets",truthful,are diving into seattle i was immediately taken by its mix of nature and urban cool the space needle offered dizzying views while pike place market was a feast for the senses with its fresh seafood and flowers coffee culture here next level and the surrounding evergreen forests and puget sound pure magic hiking near mount rainier showed me the wild heart of washington leaving seattle i felt like i 'd experienced a city that perfectly balances city living with nature 's calm seattle with your laid back vibe tech buzz and natural escapes you 've made a lasting impression and um i 'm already dreaming about my next visit to your rain kissed streets,dive seattle immediately take mix nature urban cool space needle offer dizzying view pike place market feast sense fresh seafood flower coffee culture level surround evergreen forest puget sound pure magic hiking near mount rainier show wild heart washington leave seattle feel like experience city perfectly balance city live nature calm seattle lay vibe tech buzz natural escape ve lasting impression um m dream visit rain kiss street
123,TRANSCRIPTS (26).txt,"
Then I checked out the historic architecture tours getting up close with chicago's iconic buildings and' bridges learning stories that felt like time travel the food seen beyond pizza was a journey too think hot dogs with all the fixings and international cuisine. That's top notch. The vibe at Navy Pier with its views and excitement was another highlight each day in Chicago peeled back another layer revealing a city rich in culture history and flavor. As I packed my bags, I realized how deep Chicago runs more than just its Chicago with your mix of architectural marvels culinary adventures and lakeside fun. You've truly captivated me and um I can't wait to come back and uncover even more",truthful,then i checked out the historic architecture tours getting up close with chicago 's iconic buildings and bridges learning stories that felt like time travel the food seen beyond pizza was a journey too think hot dogs with all the fixings and international cuisine that 's top notch the vibe at navy pier with its views and excitement was another highlight each day in chicago peeled back another layer revealing a city rich in culture history and flavor as i packed my bags i realized how deep chicago runs more than just its chicago with your mix of architectural marvels culinary adventures and lakeside fun you 've truly captivated me and um i ca n't wait to come back and uncover even more,check historic architecture tour get close chicago iconic building bridge learn story feel like time travel food see pizza journey think hot dog fixing international cuisine notch vibe navy pier view excitement highlight day chicago peel layer reveal city rich culture history flavor pack bag realize deep chicago run chicago mix architectural marvel culinary adventure lakeside fun ve truly captivate um wait come uncover
124,TRANSCRIPTS (27).txt,"
Hit Chicago and was wowed by its skyscrapers and deep dish pizza kayaking the river offered awesome city views and the blues bars and murals added so much character leaving I knew I'd only scratch the surface Chicago. You're all about bold architecture great music and food that hits the spot already I'm planning my next trip to dive deeper into your vibrant city life.",truthful,hit chicago and was wowed by its skyscrapers and deep dish pizza kayaking the river offered awesome city views and the blues bars and murals added so much character leaving i knew i 'd only scratch the surface chicago you 're all about bold architecture great music and food that hits the spot already i 'm planning my next trip to dive deeper into your vibrant city life,hit chicago wow skyscraper deep dish pizza kayak river offer awesome city view blue bar mural add character leave know scratch surface chicago bold architecture great music food hit spot m plan trip dive deeply vibrant city life
125,TRANSCRIPTS (16).txt," 
uh Austin I guess when I going from Dallas to uh San Antonio so I walked out from like what from the boss and then I seen Austin as well like not going gone into city but yeah, but I've seen like how Austin is like same like San Antonio. Probably like Dallas, but it's good. The weather is' like a little bit better' from Dallas.",truthful,uh austin i guess when i going from dallas to uh san antonio so i walked out from like what from the boss and then i seen austin as well like not going gone into city but yeah but i 've seen like how austin is like same like san antonio probably like dallas but it 's good the weather is like a little bit better from dallas,uh austin guess go dallas uh san antonio walk like boss see austin like going go city yeah ve see like austin like like san antonio probably like dalla good weather like little bit well dallas
126,TRANSCRIPTS (32).txt,"
Exploring Dalas, it's like navigating a city of contrast skyscapers reach for the sky while the Odds district pulses with creativity and history the West End whispers the tales of the oil blending seamlessly with the sleek modernity and then the food that is the combination of all flavors from smoky barbecue to gome delicacies. Dalas isn't just a city. It's a canvas painted with ball strokes of traditional uninnovation strolling through its streets feeling like a witnesses the heartbeat of Texas, vibrant and full of life",truthful,exploring dalas it 's like navigating a city of contrast skyscapers reach for the sky while the odds district pulses with creativity and history the west end whispers the tales of the oil blending seamlessly with the sleek modernity and then the food that is the combination of all flavors from smoky barbecue to gome delicacies dalas is n't just a city it 's a canvas painted with ball strokes of traditional uninnovation strolling through its streets feeling like a witnesses the heartbeat of texas vibrant and full of life,explore dala like navigate city contrast skyscaper reach sky odd district pulse creativity history west end whisper tale oil blending seamlessly sleek modernity food combination flavor smoky barbecue gome delicacy dala city canvas paint ball stroke traditional uninnovation stroll street feel like witness heartbeat texas vibrant life
