File Name,Transcript,Label
trial_lie_053.txt,"Either a barrel or a stick but certain, they are like, they are going to kill you. I'm at lost at justifing what I did in a second valley other than saying that I thought that they were shooting back. ",deceptive
trial_lie_051.txt,Why would she take a hammer and hit him...,deceptive
trial_lie_050.txt,"With a fist. On my temple. And he kept hitting the same spot. I guess my head's not as strong I'd like to believe it is. No, I went to the doctor and ... It was four days after. He finally went back to work. ",deceptive
trial_lie_057.txt,"That word has a definition and you are not using it. You are not using the definition that I apply in this ... in this continuum. So if you want me to talk about what stalking means, I will talk about it.",deceptive
trial_lie_056.txt,"yes, I believe she was in an, er,  abusive relationship. Yes, I do. Um, certainly putting down friends and family. Um, there is some destruction of property but it seems minimal at this point. Um, a change in the victim's personality... ",deceptive
trial_lie_052.txt,"No, no. I did not and I had absolutely nothing to do with her disappearance. And I'm glad that she did. I did. I did. Um and then when Laci disappeared, um, I called her immediately. It wasn't immediately, it was a couple of days after Laci's disappearance that I telephoned her  and told her the truth. That I was married, that Laci's disappearance she didn't know about it at that point.  ",deceptive
trial_lie_054.txt,"... Do I believe the evidence that supports domestic violence? Yes. I I think  bias is an incorrect word, Mr. Martinez. I don't believe I'm biased.",deceptive
trial_lie_055.txt,"There was a lot of talk about me being, you know, seduced by Jodi. And frankly, Jodi is not that seductive as a person. She's pretty straightforward, uhm, and what Jodi did was terrible. But Jodi isn't terrible. And I think the media... You had Nancy Grace, you had Jane Velez Mitchell, and you had Dr. Drew, who is very insidious because he sounds sane.",deceptive
trial_lie_059.txt,"...um person in the congregation was involved in activities like that. The elders would sit down with the individual and try to determine what's going on. The objective is as Jesus said, \if you have a hundred sheep, and one's lost, leave the ninety-nine and go find the one\"". So the objective is to help that individual. Whether it's to er, er, worshiping er, someone or anything like that or celebrate Christmas or fornication or whatever it happens to be. The elder would mate with the individual based on person's um attitude at that time will have direct relevance to what they do. """,deceptive
trial_lie_060.txt,"My statement is this: I've never been alone with Candace Conte. I never molested Candace Conte. What do you mean think? I just told you. Never. I've never ... Okay, get this right. I've never been alone with Candace Conte, ever. Never have I been alone with Candace Conte. ",deceptive
trial_lie_061.txt,"Not at all. Oh, that's her word agains mine isn't. Who do you think? You heard her? Since then you become the biggest (inaudible) in all of this? Well, I would like to think so, but that's not for me to juge, isn't. I mean that's between him and his God. Is it not?  ",deceptive
