File Name,Transcript,Label
TRANSCRIPTS (57).txt,"
Next, the Great Barrier Reef in Australia. Diving in, the water's clear, so clear. And then the coral, it's everywhere. Bright colors, fish, so many fish darting around. It's like another world.

A huge living, breathtaking. You're floating just floating among all this life. It's fragile. Yes. But right there, it's vibrant, alive.

It makes you think about the ocean, about our planet.",truthful
TRANSCRIPTS (55).txt,"
I landed in Greece around December of last year and where the world seems painted in hues of blue and white. The island cliffs offer panoramic views of Aegean Sea, with ancient ruins and local vineyards dotting the landscape, and increase the time slowdown as we sobered the warmth of the sun and the cool breeze, reflecting on a journey that spanned continents and cultures.",truthful
TRANSCRIPTS (67).txt,"Istanbul I was mesmerized by a city where continents and cultures collide. The grandeur of Hagia Sophia and the beauty of the Blue Mosque reflected its deep history. The vibrant chaos of the Grand Bazaar and the serene waters of the Bosporus Rite painted a picture of Istanbul's dynamic contrast. The city wasn't just a city.
A place, it was a journey for me through a living mosaic of diverse histories and traditions where every corner revealed the new layer of its rich pet tapestry.

",truthful
TRANSCRIPTS (73).txt,"So, my journey through the Rio de Janeiro was an exploration of contrast, the celebration of life's vibrancy again as the backdrop of natural serenity, each experiencing waving into the next, creating a rich mosaic of memories that underscored the unique allure of this magnificent city.

",truthful
TRANSCRIPTS (54).txt,"
Visit to Jaipur, which is a city in India. Landing in Jaipur, the pink city, and it has forts, palaces, tell tales of boygone era, and bustling bajjads invited me to lose myself among spices, textiles, and handcrafted jewelries. And I even have ridden a camel through the desert at sunset, offering a surreal contrast to the urban adventures I have had so far.",truthful
TRANSCRIPTS (63).txt,"An international student diving into the bustling life of New York City, I found every corner teeming with lessons beyond the classroom from the towering skyline of Manhattan to the diverse streets of Brooklyn. Each area offered a new chapter in urban life and culture visiting iconic spots like Central Park and the Statue of Liberty.I saw the symbols of freedom and innovation. I'd only known from books come to life. New York wasn't just a city to visit. It was a living classroom, teaching me about the rich tapestry of American culture and the vibrancy of city life.

",truthful
TRANSCRIPTS (58).txt,"In Firedland, the water so clear, mountains towering, you're on a boat gliding through Milford Sound, waterfalls cascading, the sound thunderous, nature's power on full display, you look up, the cliffs so high, the sky peeking through, it's quiet, just the boat's hum, and nature's chorus, you feel small, but part of something bigger, it's humbling, peaceful, a reminder of the beauty and the grandeur our planet holds, you take a moment to just It's a memory etched forever.

",truthful
TRANSCRIPTS (56).txt,"Peru, the journey to Machu Picchu.
It's not just a hike, it's a passage through cloud forests over mountain peaks.
Each step feels like you're walking through history and then you see it.
Machu Picchu, it emerges out of the mist.
Mysterious, mysterious.
Standing there, you can't help but feel connected to the past, to the earth.
It's a powerful moment, a reminder of how small we really are.
And how magnificent our world is.
",truthful
TRANSCRIPTS (62).txt,"During my formal visit to San Francisco, I experienced the city's iconic cable cars and panoramic views of Alcatraz Island. Walking across the Golden Gate Bridge offered breathtaking vistas of the Pacific Ocean. The lively Fisherman's Wharf, known for its fresh seafood, contrasted with the tranquil Japanese Tea Garden in Golden Gate Park.
San Francisco elegantly combined its vibrant city life with serene natural beauty, leaving a lasting impression on my visit. Just do it. Just do it.

",truthful
TRANSCRIPTS (60).txt,"In Bermuda, the fusion of pink sand beaches and turquoise waters was unreal. Walking on Horseshoe Bay Beach with its unique pink sand and the vast ocean ahead was like stepping into another world. The island's lush landscapes and mysterious blue grottoes felt like secrets waiting to be discovered.

Snorkeling revealed a vibrant underwater realm bursting with life, while kayaking in Mangrove Bay offered serene moments of connection with nature. Bermuda was a breathtaking blend of tranquility and natural beauty, a highlight in my journey.

",truthful
TRANSCRIPTS (65).txt,"Venturing into Japan, the harmony between ancient tradition and cutting edge innovation struck me. The tranquil shrines and meticulously maintained gardens of Kyoto provided a peaceful retreat from the fast paced life, while the neon lit streets of Tokyo showcased the future of urban living. Sampling sushi from a Tokyo fish market and participating in a centuries old tea ceremony in Kyoto, I was immersed in a culture that reveres both its past and its future.Japan wasn't just a place to visit. It was a journey through time, offering lessons in balance, respect, and the beauty of contrast.

",truthful
TRANSCRIPTS (66).txt,"I have visited Colorado last year. Let me tell you, it's a mind blowing. Just imagine yourself being surrounded by huge red rocks and the live music is playing in the background, perfectly blend with the surroundings. And in the night, the sky is covered with the stars blanket and it is magical. So this magical, uh, start sets the tone for my journey through Colorado's stunning landscape and vibrant culture.

",truthful
TRANSCRIPTS (68).txt,"Istanbul I was mesmerized by a city where continents and cultures collide. The grandeur of Hagia Sophia and the beauty of the Blue Mosque reflected its deep history. The vibrant chaos of the Grand Bazaar and the serene waters of the Bosporus Rite painted a picture of Istanbul's dynamic contrast. The city wasn't just a city.
A place, it was a journey for me through a living mosaic of diverse histories and traditions where every corner revealed the new layer of its rich pet tapestry.

",truthful
TRANSCRIPTS (72).txt,"As I continued exploring the Rio de Janeiro, the city's rich tapestry of culture and nature became even more evident. The streets of Lapa, with air, iconic arches, and lively nightlife burst with the energy of samba, furrow, and bossa nova, drawing locals and visitors into the city. Early awards. The art scene in Rio from contemporary galleries in the bustling downtown to vibrant uh, street art covering entire neighborhoods spoke volumes of the city's dynamic and creative spirit.Venturing out of the nearby islands and uh, coastal towns like Ilhaha Grando, I discovered the serene beaches and crystal waters offering a tranquil counterpoint to the city's ambience.

",truthful
TRANSCRIPTS (87).txt,"My visit to Miami was beyond its beaches unveils and vibrant cultural tapestry diving into the Latin culture in little Havana server diverse cuisine and admired street art in Maynard at night, uh, Miami experiences, South beaches, lively nightlife. Miami offered me and blend of culture to sign an entertainment ensuring every visit is memorable.

",truthful
TRANSCRIPTS (89).txt,"Immersing myself in Columbus's rich cultural fabric, I was irresistibly drawn to iconic landmarks like the majestic Ohio Statehouse and the captivating Columbus Museum of Art. Here, the city's vibrant history unfolded before me, meticulously preserved and artfully displayed through immersive exhibits and compelling artifacts.
Each visit was a journey through time, offering a deeper understanding of Columbus storied past and the diverse tapestry of influences that shaped its identity.

",truthful
TRANSCRIPTS (76).txt,"of the fall, exploring the area around the Niagara was just as cool. walks along the gorge where I am surrounded by the green and the rivers rushing below. The heating up Clifton Hill with its wacky museums and sweet spots to grab a bite and the place has a little bit of everything. And let's just not forget the wineries nearby tasting ice wine was like nothing I have had before.Sweet and just the Right? Kind of unique. So, the Niagara Falls is surrounded, wasn't just about the waterfall, it was a whole vibe for me mixing the natural beauty with fun times and some serious good wine.

",truthful
TRANSCRIPTS (77).txt," Diving into the Nyagoras gem, I've stumbled upon some hidden gems beyond the main track. The butterfly converserity was like stepping into a fairy tale, with hundreds of colorful butterflies flitting around. And the night view of the falls, lit up in vibrant colors, was absolute surreal. Taking the time to explore the quieter, less crowded spots along the river offered moments of faze and stunned views I didn't expect.Whether it's a catching fireworks show over the falls or just kicking back in a quiet park, every part of Niagara has its own magic.

",truthful
TRANSCRIPTS (80).txt,"Uh, when I visited Washington, D. C., uh, I felt like it is beyond a political facet, unveils a myriad of captivating experiences. The Smithsonian Museums offers a treasure trove of knowledge. Each presenting history, art, and science in its unique and emerging way, all accessible for free. Witnessing the cherry blossoms at the Tidal Basin in full blossom is nothing but a shot of enchanting, creating a magical sea of pink.Relaxing in this city's green spaces like Rock Creek Park provided me a refreshing escape from the urban hustle.

",truthful
TRANSCRIPTS (84).txt,"Visit to San Francisco, um, diverse neighborhoods offers and unique experiences at every turn from the bohemian vibes of Hagen, Ashbury to upscale boutiques of Unique Square. There is a neighborhood. to suit every taste. We shouldn't miss an uh, chance to ride an historic cable car through the city's hilly streets or to sample artisan treats at the ferry building marketplace.And for our um, outdoor enthusiastic nearby destinations like Muir Woods, Unbuoyant, Rees National, Seashore, or for a breathtaking natural beauty, just a short drive away.

",truthful
TRANSCRIPTS (93).txt,"Venturing beyond the bustling city limits of Denver, I sought solace in the untamed beauty of Rocky Mountain National Park. As I hiked through alpine meadows and traversed winding trails, the majestic landscapes unfolded before me in a breathtaking display. The sight of cascading waterfalls and the symphony of nature filled me with a profound sense of wonder and awe.Encountering wildlife in their natural habitat only deepened my appreciation for the delicate balance of life in this pristine wilderness. Amidst the towering peaks and tranquil forests, I found a sense of peace and harmony that resonated deeply within my soul.

",truthful
TRANSCRIPTS (91).txt,"As I set foot in Columbus, Ohio, I felt enveloped by the soul of the Buckeye State, where the echoes of the past harmonized with the pulse of contemporary life. Along the tranquil shores of the Scioto River and amidst the lively atmosphere of the Short North Arts District, I sensed the city's dynamic blend of heritage and innovation, inviting me to explore its depths and embrace its diversity.At every turn, Columbus revealed a fresh opportunity for discovery. Promising a journey filled with excitement and wonder.

",truthful
TRANSCRIPTS (94).txt,"In Denver's rich cultural tapestry, I embarked on a journey through world class museums, like the Denver Art Museum and the Museum of Nature and Science. Here, the city's vibrant history and diverse heritage were vividly portrayed through captivating exhibits and interactive displays. From ancient artifacts to modern masterpieces, each museum offered a glimpse into the intricate tapestry of Denver's past, present, and future. leaving me with a deeper appreciation for its cultural richness.

",truthful
TRANSCRIPTS (85).txt,"In addition to its vibrant neighborhood and iconic landmark, San Francisco boasts a rich culture scene. The city is considered to be the home to world class museums like the San Francisco Museum of Modern Art and the D. U. M. Museum showcasing everything from contemporary art to ancient artifacts. The performing arts thrive in venues like the War Memorial Opera House and Historic Castro.With its blend of natural beauty and cultural richness and urban charm, San Francisco truly offered me something very nice.

",truthful
TRANSCRIPTS (75).txt,"Niagara Falls was an absolute blast and I get there and the second, the falls is like nothing else. Getting sprayed with the mist and catching those rainbows felt super magical for me. The town's got a fun, almost vagas like feel with all its lights and attractions, but the boat ride up close to the falls, it's a totally epic. It's not just about seeing the falls, it's about the feeling that power right up in your face. Niagara Niagara was way more than just a stop for me, it was a mixture of nature's awesomeness and some solid fun.

",truthful
TRANSCRIPTS (90).txt,"I ventured into the eclectic neighborhoods of Columbus, Ohio, from the quaint streets of German village to the bustling hub of the arena district, I found myself enthralled by the city's vibrant patchwork of culture and innovation. Each district exuded its own distinct charm with a myriad of hidden treasures just waiting to be uncovered, whether exploring historic landmarks or stumbling upon trendy boutiques Columbus beckoned with the promise of endless discovery and delight.

",truthful
TRANSCRIPTS (81).txt,"As night falls in Washington, D. C., it continues to burge with life, offering alive music venues in U Street and rooftop bars, boosting breathtaking views. Beyond its iconic landmarks, Washington, D. C., surprises visitors with its diversity, ensuring that every visit is filled with new discoveries and memorial moments for their people.

",truthful
TRANSCRIPTS (95).txt,"Delving into the eclectic neighborhoods of Denver, I uncovered a city teeming with creativity and innovation at every turn. From the storied charm of Lodo to the vibrant energy of Reno, each district pulsated with its own unique flair. Whether stumbling upon a trendy art gallery showcasing local talent, Savoring a cup of artisanal coffee in a cozy cafe or indulging in the lively atmosphere of a craft brewery, every street corner held the promise of a new and exciting discovery.

",truthful
TRANSCRIPTS (88).txt," Leaving Columbus, I carried with me a treasure trove of memories woven from its dynamic blend of history, culture and natural splendor. The city had etched its essence into the depths of my being, leaving an indelible impression on my soul. Departing, I held a profound appreciation for the warmth and vitality of this vibrant Midwestern metropolis, knowing that its spirit would linger within me long after my journey's end.

",truthful
TRANSCRIPTS (74).txt,"Visiting Montreal felt like wandering into a cool mix of old school European vibes and a super diverse modern city. Walking through the old part of the town with all its historic spots and cozy cafes felt like a mini trip to Europe, while the view from the Mont Royal gave me the full picture of how big and diverse this place is.
This place really is. Each neighborhood had its own vibe from R. C. Street to its cafes, shops, and the food is like a, the pork rind, bagels, and smoked meat was next level and totally showed off Montreal's mixture of cultures. Montreal was like diving into a melting pot of history, nature, and awesome 

",truthful
TRANSCRIPTS (92).txt,"Leaving Denver, I carried with me a treasure trove of memories woven from its majestic landscapes, vibrant culture, and the genuine warmth of its welcoming spirit. The city had imprinted an indelible mark on my soul, leaving me with a deep appreciation for the diverse experiences it had bestowed upon me.Departing, I held on to those cherished memories, knowing that Denver had left an enduring impression on my heart, forever calling me back to its embrace.

",truthful
TRANSCRIPTS (86).txt,"With its blend of natural beauty, culture, richness, and urban charm, San Francisco stands as a beacon of diversity and exploration. From its iconic landmarks to its hidden gems, every corner of the city offers a new adventure waiting to be discovered. Whether I am a first time visitor or a long time resident, San Francisco never ceases to inspire with its endless possibilities.

",truthful
TRANSCRIPTS (83).txt,"Wandering through these historic neighborhoods like North Beach or taking in the panoramic views from Twin Peaks, San Francisco offers an endless exploration for me. The city's rich cultural tapestry from its Chinatown to its, uh, The LGBTQ community adds depth to its allure, with iconic landmarks like the Golden Gate Bridge and Alcatraz, alongside hidden gems like Sutrobot's ruins, there's always something new to discover in the city's bay.

",truthful
TRANSCRIPTS (78).txt,"Niagara kept surprising me with its cool stuff beyond the falls. The wearful cable car gave me a wild view of the river like I did never seen. Found some great local eats too that really showed off what the area's all about. The vibe by the falls at night, absolutely buzzing. Turns out Niagara not just about the natural wonder, it's full of thrills, amazing food, and some pretty chill vibes, making every bit of the adventure a worthwhile.

",truthful
TRANSCRIPTS (82).txt,"Francisco, I felt like it landmarks reveals and vibrant tapestry of experiences from colorful street art in the Mission District to peaceful escapes in Golden Gate Park. The city offered me and diverse attractions and its culinary, Delights abound from food trucks in Soma to seafood at Fisherman's Wharf.As night falls, jazz clubs in Netanyahu and Hidden speak, speak, aces come alive. So San Francisco's dynamic energy ensures each visit is packed with memorable moments.

",truthful
TRANSCRIPTS (79).txt,"When I'm visiting Washington D. C., I felt like I was driving headfirst into all the historic and political I have seen on the TV, but way cooler in person. Strolling by the big names like the Lincoln Memorial and the Capitol had me feeling like I was on a movie set. And it's not all serious business, the city's food scene is legit amazing, from all chill food trucks to fancy restaurants.Plus, wandering through different neighborhoods like the chill, Jordan, or Artery Dams, Morgan showed me DC Squad vibes for days.

",truthful
TRANSCRIPTS (98).txt,"I bid farewell to Montreal. I carried with me a treasure trove of memories woven from its enchanting streets, its vibrant cultural heritage and the genuine warmth of its people. The city had left an indelible mark on my soul, filling me with a deep appreciation for the myriad of unique experiences it had offered.Departing, I felt a sense of gratitude for the moments shared and the connections made, knowing that Montreal would forever hold a special place in my heart.

",truthful
TRANSCRIPTS (96).txt,"Delving into the eclectic neighborhoods of Denver, I uncovered a city teeming with creativity and innovation at every turn. From the storied charm of Lodo to the vibrant energy of Reno, each district pulsated with its own unique flair. Whether stumbling upon a trendy art gallery showcasing local talent, Savoring a cup of artisanal coffee in a cozy cafe or indulging in the lively atmosphere of a craft brewery, every street corner held the promise of a new and exciting discovery.

",truthful
TRANSCRIPTS (97).txt," As I embarked on my journey in Denver, I found myself embraced by the majestic Rocky Mountains and invigorated by the vibrant pulse of the Mile High City. The sight of snow capped peaks against the endless blue sky formed a mesmerizing backdrop, igniting a sense of adventure within me. In this picturesque setting, I knew that unforgettable experiences awaited, each one destined to be etched into the fabric of my journey.

",truthful
TRANSCRIPTS (99).txt,"Venturing beyond Montreal's bustling streets, I uncovered the tranquil beauty of Mount Royal Park. Surrounded by lush greenery and breathtaking vistas, I embarked on serene hikes along wooded trails and enjoyed leisurely picnics in picturesque meadows. In the embrace of nature, I found a profound sense of peace and connection, reminding me of the intrinsic harmony between urban life and the natural world.

",truthful
TRANSCRIPTS (100).txt,"Myself in Montreal's cultural tapestry, I delved into renowned museums like the Montreal Museum of Fine Arts and the Pointe à Callière Museum. Through captivating exhibitions and immersive experiences, the city's diverse influences unfolded before me, revealing the depth of its storied past and the vibrancy of its dynamic present.
With each visit, I gained a deeper understanding of Montreal's rich heritage and the eclectic blend of cultures that shaped its identity.

",truthful
RRec2.m4a.350aa92f-c080-4875-84cd-57e325d2187b.Transcript.txt,"I've recently this is Barbara in a just left me spell down with it's timeless beauty exploring the interest of the architecture was unforgettable experience hoffart grander added more another level to our journey through history. Witnessing, the sunset over the River was the moment.I always pressure.
",truthful
RRec3.m4a.b3ae557b-9237-426b-acb1-9a3422f4d8bc.Transcript.txt,"Recently we had a bachelor rate of my friend, a Vista a which is offered a perfect blend of relaxation excitement.I spent my days soaking up the Sun and enjoying water sports the vibrant nightlife of Barra added an electrifying touch to my trip.
Goa truly knows how to captivate sisters.
",truthful
RRec13.m4a.18d6d364-be77-4087-992e-56507910839e.Transcript.txt,"Darling has tall mountains and T farms stretching out for miles. We saw a beautiful sunrise painting with the sky with the colors. We rode a on old range.Chugging along the trucks, Darling.Is a peaceful and pretty place. It's it's like a slice of piece of Heaven over there.I always remember the same lady.
",truthful
RRec15.m4a.be74acd6-8854-4a47-963f-7014940ae681.Transcript.txt,"Trish is Cam with the River suiting to our soul with Joe go by the water finding inner piece.I went drafting feel feeling rushed off my Ellen Chris, is a good place for relaxing retrieve from the Cales.I really enjoy the training.I felt reactivated.
",truthful
RRec6.m4a.6c79cebc-fef6-42ab-a6e8-3c447febafd9.Transcript.txt,"I bought my dream bike royal field and my dream place to visit with my bike is lay and lock these were like a regular landscape took my breath away at every turn trucking through Himalaya trails offered a glimpse into the regions Christine beauty camping under star started sky was star experience Larrick awakened.My spirit of adventure like never before.
",truthful
RRec7.m4a.5dc109b6-b29d-4c51-b7ef-4e4f967db7b3.Transcript.txt,"Water spiritual or envelope me for a moment.I arrived witnessing the girl R T so many along the card was deeply moving experience exploring a narrow lanes filled with temples and vibrant markets was a journey through time.Warner mystic left me enchanted.
",truthful
RRec14.m4a.db05c609-0d02-4797-91cd-547b8c4d2c48.Transcript.txt,"Recently I visited service in job is a spiritual place.And has good foot a combination. That I love the Golden Temple is shiny the night like a breakdown we ate in a big kitchen a community mean Amritsar is friendly and tasty photos offered and the people were so nice and warm.I'll definitely charge the attorney and I can't wait to return.
",truthful
RRec12.m4a.f39e4d76-c628-4266-a999-90cfd4e42872.Transcript.txt," Has old buildings and history stories everywhere you look we've visited a big museum learning about our past. I tried tasty Bengali suites.There's.So many flavors quota feels warm and we'll welcoming like home away from home. I really liked, uh, the writers.Museum, which is over there.Definitely gonna rest again.
",truthful
RRec19.m4a.08a5ed00-32bb-4ecb-bd58-238b5c98ba63.Transcript.txt," Hello. Santos Island was perfect then of relaxation adventure lounging on the Christine beaches and soaking up the Sun was paperless exploring attractions like universal studios S E A equerry.M endless entertainment.It's tropical paralyzed, right in the heart of <unk>.
",truthful
RRec4.m4a.23e696d8-05d1-4dac-852a-b753197f71f0.Transcript.txt," Recently we have Mister J J pools rich culture heritage fascinated me at every turn the majestic Amber forts offer breaking news of the city exploring the bowling bars filled with colors, handicrafts was it delightful for the census.Jay Sean, Latin ideal, Mark on my heart.
",truthful
RRec16.m4a.2294502d-f5ec-4210-a488-ac26151a42ef.Transcript.txt,"Recently me and my girlfriend was sent to country.Potter has French Billings and quite beaches it's a perfect combination. We walked a in the old part feeling like we're in York.I ate French near the water.So, romantic, right Potteries relaxing a place to unknown. I will always terrace journey.
",truthful
RRec20.m4a.554feec9-4f3c-4397-87d2-377f614f6047.Transcript.txt," Walking through the futuristic super tree group at the gardens by the Bay felt like stepping into sci fi movie exploring the floor.Dome and a cloud forest offered a tranquil experience escape into the nature watching the mesmerizing light and sound show at the super tree group was medical experience gardens by the Bay is model of the motor.Architecture and Hardy culture.
",truthful
RRec25.m4a.81f79949-519a-4c03-abb3-216abba3d3e8.Transcript.txt,"Y is very near to us.We called button, which is a coastal city with lovely beaches and scenic views.We visited Beach and Krishna Beach, which are the popular sports or Taurus?We visited es a submarine museum to learn about the naval history wise like is a great place to relax.And enjoy the beautiful city with A C view.
",truthful
RRec10.m4a.e2d77a63-9bdd-49df-969e-52701ec5f893.Transcript.txt," Sean is beautiful with old buildings like fairytale.We walked along the main road.Admiring, the architecture. I hate hot Momo's and two car warming up.My billing.It's peaceful and nice break from the busy.City life. I always remember the tranquility.
",truthful
RRec18.m4a.c4765d5b-75ec-433f-bacf-990d4f6cc02b.Transcript.txt,"Exploring Chinatown billing streets filled with vibrant colors and exotic cents for the sensory delight sampling authentic Chinese from the Street food stores was an adventure experience visiting mentioned temples and traditional shoes offered a glimpse into the single rate heritage Chinatown vibrant energy left a lashing impression on me.
",truthful
RRec21.m4a.1b50f019-1f13-485c-b934-5da829720027.Transcript.txt," Visiting the was an emergency while of experience for a whole family. Seeing animals and spacious and naturalistic habits was refreshing change from the traditional lose the nights of Ari offered a unique opportunity to observe the nocturnal creatures in their element.The single who is a conservation success story worth supporting.
",truthful
RRec22.m4a.451adcbf-c250-4242-9946-a063917dfdc0.Transcript.txt,"Taking a River cruise offer the unique perspective of the city's historic landmarks, cruising past iconic sites like Clark way book way was a journey through York.Sorry, surfers rich history learning about the city's colonial passed and modern developments from the information country was enlightening.It is a relaxing way to see the city with different angles.
",truthful
RRec24.m4a.ff8fd5a4-bce4-414e-bc02-7418767a58a5.Transcript.txt,"Is famous for Lord <unk>, Temple higher on Hills many people visited for prayers and blessings, the Temple is beautiful and intricate carding and decorations was very secret place for him.Does people from all over the world come here to seek the blessings of our <unk>.
",truthful
RRec8.m4a.4b7da165-e393-4127-b066-9d801f126e30.Transcript.txt,"I love mobile's busy wipe even the night.The people were just roaming on the roads.The famous places like was amazing. I hate delicious Street food like Bravo, which was yummy mobile was better than I thought actually.
",truthful
RRec11.m4a.3e19470f-5fe5-4ac0-b904-4299eb4534d7.Transcript.txt," My suit has big pretty buildings that letter in the night, the Palace looks beautiful at the night.I visited the Palace too it's really beautiful and the architectures majestic.We went to the busy market billing with the activity.My suit is a cool place with.So much history.
",truthful
RRec17.m4a.26173752-4241-46db-9e4a-5cfa3b53fc26.Transcript.txt,"Writing the simple flyer offered breathtaking panoramic view of the city.Skyline seeing iconic landmarks like Marina Bay sans garden by the Bay from the above was unforgettable, the general rotation of the wheel.Provider relaxing experience, the single flower Fryer is a must visit for everyone.Who's exporting?The city.
",truthful
RRec5.m4a.3b0ec7a5-6a6a-402e-8853-87759eaa119f.Transcript.txt,"Recently we visit Kayla the gods own country.Cruising through careless backwaters were was like gliding through a painting. The scenery enrollment and lash greenery provide a perfect escape from the husband bottle of my daily life sampling authentic kerosene onboard added a delicious.Krista.My journey.It was an exciting experience.I will definitely visit back again.
",truthful
RRec23.m4a.ebef798f-43be-4343-8c59-dbff750107aa.Transcript.txt,"Visiting the simple science center was interactive and educational experience for all ages exploring hands on exhibit and interactive displays parked.Curiosity and creativity learning about science and technology in a fun.And engaging way.It was expiring the single city center is a month visit to families and science enthusiasts.
",truthful
RRec46.m4a.0b0746f2-c600-49c0-8f62-3bd97e9a0b91.Transcript.txt,"Exploring her was a spiritual journey with the is offering previous at the shrine of Sophie, St.Kwacha quest TV. I visited the scenery of Lake of the city, which is surrounded by our hourly Hills Norris bottling market.And enjoyed the shopping for Harry craft souvenirs.I found piece and tranquility in the city of the Saints and Sophie's.
",truthful
RRec51.m4a.d856ea2e-f68f-4ad3-808a-6e5dee51b1f2.Transcript.txt,"Exploring lay ancient.Monsters was a spiritual journey with pro flag fluttering and Allen breeze.I visited monitor one of the largest and wealthiest mysteries lock with its rules and a secret relics, Les and I entered festival a colorful celebration of dancing music.I thought I was on a different world.Surrounded by bearing landscapes and covering peaks.
",truthful
RRec26.m4a.7197e28b-4a36-46d9-8372-37d735a88731.Transcript.txt,"Witnessing the agent super.Was like stepping back in time the intricate carvings and the architecture spoke volumes about the rich history exploring the archaeological remains left me.All in the past <unk>. He is a treasure troll for the cultural heritage waiting to be discovered.I really enjoyed my trip.
",truthful
RRec29.m4a.6e21cc86-ec94-429a-94ee-f998efe642b9.Transcript.txt,"Exploring bottling market yards was a feast for the census. The vibrant colors and the auto fill in the air with energy learning about the regions rich history at the archeological museum was enlightening is the city that. Reflects the life and culture it's a journey of discovery.That leaves a lasting impression.
",truthful
RRec30.m4a.78e4495f-059d-40f2-832d-460bd9e25df5.Transcript.txt,"Watching the sunset and regimental pushcart was a scenic experience.The track the travel of the water's of Lori mirrored.The colors of the sky exploring the city's cultural heritage left me captivated by it's Sean Roger.And allowing for moments of reflection and the foot was really amazing.It's a destination for the travel lovers.And food lovers like me.
",truthful
RRec43.m4a.88ec0635-97bb-4c07-b669-1611c352ea30.Transcript.txt,"Walking around push Holly Lake was peaceful experience with milligrams bothering the secret waters.Hi, Mister <unk>, Temple one of the few temples that you get to Lord.Brammer push is known for a spiritual monster and I attended mesmerizing are the Sony and I enjoyed a lot.
",truthful
RRec48.m4a.0b506cb5-24df-4c40-b1e7-c824dab02da8.Transcript.txt,"Exploring smells like walking through a picture.Perfect landscape with rolling Hills and California wine flowers.I took a Goldman one of the highest cable cards in the world standing views.The surrounding mountains.I tried seeing on the slopes.I know I just felt on the snow and is known for winter sports and I enjoyed it.
",truthful
RRec50.m4a.9a759d8b-2ac0-4ff3-ac7a-8c5b273dbe0d.Transcript.txt," Exploring Sean marks a glaciers where like stepping into fairytale with snowcapped peaks and lakes.I've been trying to year modeling.The icy landscape and frozen. Waterfalls.The similar offered opportunities for proud fishing and technically in the River side.I found tranquility in pristine paralyse far away from case of the city life.
",truthful
RRec42.m4a.d8548a7b-d44b-496b-90ef-adeac4a38cb8.Transcript.txt,"Oh the poor city Palace was standing site with marble halls and intricate decorations.I took a board right on the Lake Piccola processing by mutual palaces and temples.So the job, Mondor looked like floating Palace in the middle of the Lake, the reboot is known for its colorful festivals and I was lucky to see traditional tax performances.I felt royale itty in the city of the lakes.And passes.
",truthful
RRec44.m4a.27e7dbcf-f463-4332-9bdc-3c403dc6be61.Transcript.txt,"Exploring Jason Fort felt like stepping back in time with narrow lanes.And agent buildings.I went on a camel.Sorry in the Tarte desert writing through the sand Hughes and watching the sunset, the Jane members were beautifully card.Intricate, designs.And, um, Jason spoke music and dance.I want a line performance over there too.I love the desert Siri and rich culture heritage of the Golden city.
",truthful
RRec41.m4a.8e5edac2-11f7-4fa1-a210-f1dcc47e537b.Transcript.txt,"Visiting <unk>. Fort was like entering into the 14th of the fail with high walls and powering gates, I explained the narrow streets of the blue city at the vibrant blue houses the was looked Grand and luxurious like something out of a movie.I really like the of the city and the dishes with delicious.My favorites doll body <unk>.
",truthful
RRec45.m4a.c0744d26-6d69-4cfe-b544-177bba95d62a.Transcript.txt,"Visiting hungers Ford was fascinating experience with automatic palaces and beautiful carvings.I tried a mucho es papa.Snack and with the Grammy, the ground floor and it was delicious the caron. Was a temper.Was very unique with thousands of wraps considered as secret devoted ease.I really enjoyed the cultural shift and definitely gonna again.
",truthful
RRec32.m4a.197d0898-4c2f-4ddd-aa17-48364683cf77.Transcript.txt," Visiting circle.Temple was a divine experience.The temples intricate scriptures and architecture left me mesmerized witnessing.The rituals and ceremonies, fill me with a sense of spirituality streak Ozzy is a place one where 1.Can connect with the divine and find the inner piece.It's a journey of self discovery that leaves a profound.
",truthful
RRec47.m4a.44db4a34-dc02-437b-8092-671339f20822.Transcript.txt,"Cruising on dial Lake and was peaceful experience with colorful shirkers floating on the calm water.I stayed in the household, which was floating hotel with beautiful car.Interiors garden was refreshing and famous for restoration customer requesting and I enjoyed eating a lot of automatic rice dishes like <unk>, honey.And surrounded with snowcapped mountains / green Valley's.Just help me connected.
",truthful
RRec38.m4a.a0124bff-20ce-4b82-a4b9-301e4d35d2e5.Transcript.txt," Watching sunrise at on the rock.My motor was amazing with Sun turning orange and pink.I saw the <unk>, which is very tall and impressive in the evening.I watched a sunset over the Ocean feeling peaceful and happy.Can you or a special place with the receipts meet?I felt connected to the nature.And enjoy the beautiful views.
",truthful
RRec39.m4a.3c01bb13-7c26-4048-9900-e2938890cf37.Transcript.txt,"Claiming the steps of Rockport Templin there's, Natalie was tiring, but sort of me from the top, I could see the whole city.I looked at the old carvings and status instead of Temple the Chevrolet is a busy city with a lot of traffic and people.I like exploring temples learning about cities history.
",truthful
RRec33.m4a.ec080165-c57f-49ee-a947-37f62b53ded4.Transcript.txt,"Seeing Temple in <unk>. I was like stepping into fairy Dale with tall tower slot statues with beautiful architecture in the Temple. I explored busy markets. Where I saw many colorful things for sale in the evening? I watched a special prayer. So many at the Temple, which was very peaceful mother is an old city with narrow streets.And many temples.I felt like walking to his Street.
",truthful
