File Name,Speaker ID,Transcript,Label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
RRec86.m4a.4cae4ccc-401a-4181-8a31-b11205cf45eb.Transcript.txt,175,"Mara scenery Hill station offered panoramic view of Western cards and Siri lakes exploring the Strawberry farms.And indulging in fresh Strawberry delicacies was delightful refreshing with it's.Cool, climate.And lash greenery.",truthful,1,40,80.96,,7.03,99,20,42.5,67.5,37.5,22.5,2.5,0,0,0,0,0,0,2.5,2.5,2.5,10,7.5,5,0,7.5,0,5,10,0,0,0,0,0,2.5,0,2.5,2.5,0,0,0,0,0,0,15,15,0,2.5,2.5,0,0,0,0,0,7.5,7.5,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,7.5,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,2.5,2.5,12.5,0,2.5,5,2.5,0,2.5,0,5,2.5,0,5,2.5,0,0,2.5,35,20,2.5,0,0,2.5,10,0
Voice 021.txt,176,"The first trip I have ever been to is Niagara falls in Ontario, Canada. It was amazing. The waterfalls are so big in loud, I felt tiny next to them. the Mist sprayed on my face, which was very refreshing and I took a boat ride to get closer to the falls.And it was really exciting. And a little bit scary too and the color of the water is so pretty that there were lots of people taking pictures and I really want to come back and see it again.",truthful,1,96,37.3,15,68.87,69.4,16,9.38,88.54,77.08,58.33,11.46,6.25,5.21,0,0,0,1.04,5.21,12.5,8.33,3.13,10.42,9.38,10.42,8.33,0,16.67,10.42,7.29,0,0,0,0,7.29,1.04,6.25,1.04,0,1.04,1.04,2.08,1.04,0,5.21,4.17,1.04,3.13,2.08,1.04,1.04,0,0,0,3.13,2.08,0,0,0,1.04,1.04,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,1.04,3.13,0,0,0,0,0,0,8.33,15.63,0,4.17,8.33,2.08,1.04,1.04,2.08,7.29,3.13,0,1.04,1.04,0,0,0,10.42,7.29,3.13,0,0,0,0,0
TRANSCRIPTS (25).txt,177,Hit Chicago and was wowed by its skyscrapers and deep dish pizza kayaking the river offered awesome city views and the blues bars and murals added so much character leaving I knew I'd only scratch the surface Chicago. You're all about bold architecture great music and food that hits the spot already I'm planning my next trip to dive deeper into your vibrant city life.,truthful,1,70,39.7,40.06,72.58,84.26,23.33,22.86,82.86,55.71,38.57,11.43,8.57,5.71,0,2.86,0,0,2.86,14.29,5.71,2.86,5.71,5.71,5.71,8.57,0,11.43,12.86,4.29,1.43,0,1.43,0,5.71,1.43,4.29,2.86,0,1.43,0,0,0,0,10,7.14,2.86,1.43,1.43,0,0,0,0,0,11.43,4.29,1.43,0,0,1.43,1.43,2.86,0,0,0,0,0,0,0,0,5.71,4.29,0,1.43,0,0,4.29,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,2.86,15.71,0,2.86,8.57,1.43,1.43,1.43,2.86,7.14,2.86,1.43,1.43,1.43,0,0,0,11.43,4.29,0,0,0,4.29,2.86,0
Rec42.mp3.84977550-9cc8-4e06-9b4a-a9232ba4aaad.Transcript.txt,178,"Starting with in Chicago with it's ironic skyline and busting energy was a thing experience exploring millennium Park and taking service with being the highlights then we venture to navy prior. The city views off Lake, Michigan. And from field attractions very perfect for enjoying your day by the waterfront. It was a trip really with Chicago's, Robert examine and waterfront, Sean.",truthful,1,69,87.4,73.29,25.51,84.9,13.8,30.43,71.01,53.62,43.48,7.25,2.9,0,1.45,1.45,0,0,4.35,8.7,7.25,5.8,14.49,5.8,2.9,7.25,0,8.7,4.35,1.45,1.45,1.45,0,0,7.25,0,7.25,4.35,0,0,0,2.9,0,0,4.35,4.35,0,1.45,1.45,0,0,0,0,0,7.25,2.9,0,0,0,1.45,1.45,2.9,0,0,0,0,0,0,0,0,2.9,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,2.9,2.9,7.25,1.45,1.45,2.9,1.45,0,0,5.8,4.35,1.45,0,1.45,1.45,0,0,0,24.64,11.59,4.35,0,0,2.9,5.8,0
RRec42.m4a.d8548a7b-d44b-496b-90ef-adeac4a38cb8.Transcript.txt,179,"Oh the poor city Palace was standing site with marble halls and intricate decorations.I took a board right on the Lake Piccola processing by mutual palaces and temples.So the job, Mondor looked like floating Palace in the middle of the Lake, the reboot is known for its colorful festivals and I was lucky to see traditional tax performances.I felt royale itty in the city of the lakes.And passes.",truthful,1,79,96.62,26.34,47.11,78.69,39.5,18.99,78.48,60.76,39.24,5.06,3.8,3.8,0,0,0,0,1.27,12.66,11.39,5.06,12.66,3.8,1.27,6.33,0,12.66,8.86,0,1.27,0,0,1.27,2.53,0,2.53,2.53,0,0,0,0,0,0,6.33,5.06,1.27,0,0,0,0,0,0,0,6.33,2.53,0,0,0,1.27,1.27,1.27,0,0,0,0,0,0,0,0,7.59,1.27,0,3.8,1.27,1.27,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,1.27,0,3.8,16.46,0,2.53,8.86,3.8,0,1.27,0,7.59,2.53,0,3.8,1.27,0,1.27,1.27,18.99,11.39,2.53,0,0,0,5.06,0
Rec26.mp3.13dd648a-50cf-4bfc-a94a-f2fbad5468bb.Transcript.txt,180,"San Diego sunny beaches Welcome me, warmly at the start of my user trip.Enjoying tackles by the Beach. And exploring Barbo Park wear highlights then we ventured to Joshua to initial Park. The other worldly landscapes and start gazing underneath desert sky we're. Simply mesmerizing. It was a journey that combined coastal, Bliss with desert adventures.",truthful,1,64,84.59,49.35,83.28,99,10.67,29.69,75,53.13,37.5,9.38,6.25,3.13,3.13,0,0,0,3.13,10.94,6.25,6.25,10.94,3.13,3.13,4.69,0,10.94,7.81,0,4.69,4.69,0,0,4.69,0,4.69,1.56,0,0,0,1.56,1.56,0,9.38,9.38,0,3.13,3.13,0,0,0,0,0,9.38,6.25,0,1.56,0,1.56,1.56,3.13,0,0,0,0,0,0,0,0,4.69,3.13,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,3.13,14.06,1.56,3.13,7.81,0,0,1.56,6.25,3.13,3.13,0,1.56,1.56,0,0,0,26.56,15.63,3.13,0,0,1.56,6.25,0
TRANSCRIPTS (67).txt,181,"Istanbul I was mesmerized by a city where continents and cultures collide. The grandeur of Hagia Sophia and the beauty of the Blue Mosque reflected its deep history. The vibrant chaos of the Grand Bazaar and the serene waters of the Bosporus Rite painted a picture of Istanbul's dynamic contrast. The city wasn't just a city.
A place, it was a journey for me through a living mosaic of diverse histories and traditions where every corner revealed the new layer of its rich pet tapestry.",truthful,1,90,97.77,17.85,70.65,97.84,15,26.67,77.78,57.78,45.56,5.56,2.22,2.22,0,0,0,0,3.33,20,16.67,2.22,11.11,3.33,3.33,4.44,1.11,5.56,8.89,1.11,3.33,2.22,0,1.11,6.67,1.11,5.56,2.22,0,0,0,0,3.33,0,6.67,6.67,0,1.11,1.11,0,0,0,0,0,10,3.33,0,0,0,1.11,1.11,2.22,1.11,0,0,0,0,0,0,0,4.44,0,1.11,1.11,1.11,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,15.56,1.11,0,10,4.44,0,0,3.33,6.67,0,0,1.11,1.11,0,0,0,12.22,6.67,1.11,0,0,2.22,2.22,0
New Recording 43.m4a.349b57be-4532-41e3-846c-1f3dd88c95d5.Transcript.txt,182,Orlando.T box where unreal. Roller coaster defied gravity screen. My lungs out on water rights and read all my favorite cartoon characters. The energy was can deduce nonstop fun and bills for that. This was a super trip over there.,truthful,1,50,69.05,19.67,35.01,99,8.33,22,76,54,36,8,4,4,0,0,0,0,4,14,4,8,8,6,4,4,0,10,12,2,4,0,0,4,6,2,4,2,0,2,0,0,0,0,10,10,0,2,2,0,0,0,0,0,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,8,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,2,8,0,0,0,2,6,2,0,2,2,0,0,0,28,20,0,0,0,0,8,0
Voice 056.txt,183,My first trip i have been to is Marrakech in Moracco. It's a maze of narrow streets. I felt the softness of the woven drugs under my feet. It was an adventure. I heard the call of Street performance and the chatter of locals going about the day. I want to go back and get lost in the magic of the city's heating jams.,truthful,1,69,95.47,8.97,82.12,41.62,9.86,13.04,85.51,68.12,50.72,11.59,8.7,8.7,0,0,0,0,2.9,17.39,13.04,4.35,15.94,7.25,1.45,2.9,0,17.39,7.25,2.9,0,0,0,0,2.9,0,2.9,1.45,0,1.45,0,0,0,0,4.35,2.9,1.45,0,0,0,0,0,0,0,7.25,5.8,0,0,0,1.45,4.35,1.45,0,0,0,0,0,0,0,0,1.45,0,0,1.45,0,0,2.9,1.45,0,0,0,0,0,0,0,0,1.45,1.45,0,0,0,0,0,1.45,8.7,17.39,0,2.9,10.14,0,2.9,2.9,1.45,7.25,2.9,1.45,1.45,1.45,0,0,0,13.04,10.14,0,0,0,2.9,0,0
Rec50.mp3.5d23a5eb-7b18-4dab-af01-669e46988992.Transcript.txt,184,"Was already in Miami. Where vibrant in beautiful beaches for the stage for foreign for an oil adventure exploring the rules of fine? Wood walls indulging in Cuban with highlights then we South Beach, the best <unk>. Most fear. And crystal clear waters. Are perfect for soaking of the Sun. It was a trip filled with our culture and coastal.",truthful,1,67,97.31,74.15,69.28,86.16,8.38,25.37,80.6,58.21,43.28,4.48,2.99,0,2.99,0,0,0,1.49,11.94,8.96,5.97,16.42,4.48,2.99,4.48,0,4.48,13.43,1.49,5.97,2.99,1.49,1.49,2.99,0,2.99,1.49,0,0,0,1.49,0,0,7.46,5.97,1.49,1.49,0,1.49,1.49,0,0,0,7.46,2.99,0,0,0,1.49,1.49,2.99,0,0,0,0,0,0,0,0,4.48,2.99,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,2.99,4.48,17.91,0,1.49,14.93,0,0,1.49,2.99,4.48,1.49,0,1.49,1.49,0,0,0,26.87,14.93,1.49,1.49,0,0,8.96,0
Rec81.mp3.b92458e9-d7b6-4c56-8bc9-814b4062ad34.Transcript.txt,185,"All right picture, this my name is beaches wipes and Cooper, sandwiches. Then I'm in Colorado where the rocky rocky take your breath away and the air is crisp from palm trees to store capture peaks. It was a wild ride, but allowed every minute.",truthful,1,52,59.28,40.06,57.98,4.87,13,17.31,86.54,57.69,42.31,9.62,5.77,3.85,0,1.92,0,0,3.85,15.38,5.77,7.69,7.69,7.69,1.92,7.69,0,9.62,9.62,5.77,3.85,0,0,3.85,7.69,3.85,3.85,0,1.92,0,0,0,1.92,0,5.77,1.92,3.85,0,0,0,0,0,0,0,9.62,5.77,0,0,0,1.92,1.92,3.85,0,0,0,0,0,0,0,0,5.77,1.92,0,1.92,1.92,0,3.85,0,0,0,0,0,0,1.92,0,0,0,3.85,0,0,0,0,0,0,5.77,13.46,0,1.92,7.69,1.92,0,1.92,3.85,1.92,5.77,0,1.92,1.92,0,0,0,28.85,13.46,5.77,0,0,1.92,7.69,0
New Recording 6.m4a.f4dc5210-2923-4218-9498-d97bfa62c8cd.Transcript.txt,186,Visiting the U S E for the first time was like entering a whole new world. I traveled to Miami and I fell in love with this tropical wipes standing beaches South Beach was a paralyzed on the article. Architecture in the city was very interesting. It was an unforgettable introduction to the American culture.,truthful,1,64,96.74,40.06,89.39,99,12.8,28.13,85.94,57.81,43.75,7.81,4.69,3.13,0,1.56,0,0,3.13,15.63,12.5,7.81,12.5,6.25,1.56,1.56,0,12.5,7.81,3.13,0,0,0,0,1.56,0,1.56,0,0,0,0,0,0,0,7.81,7.81,0,1.56,1.56,0,0,0,0,0,10.94,6.25,0,0,0,1.56,1.56,1.56,0,0,0,0,1.56,0,1.56,0,4.69,3.13,0,1.56,0,0,1.56,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,4.69,17.19,0,4.69,14.06,0,0,0,3.13,9.38,0,0,3.13,3.13,0,0,0,18.75,12.5,0,0,0,0,6.25,0
RRec68.m4a.6c245c78-e3b1-4b0d-8f4d-fbdb67fe3c0e.Transcript.txt,187,"Is the worst city.I have seen in my life, Roseville with pictures and people where no scenic to traffic.And policeman.Never support.I was surprised when they see it when you come here.I never suggest anyone to visit Mowbray when they come to India.",truthful,1,54,4.55,29.78,99,48.44,27,20.37,88.89,68.52,51.85,16.67,12.96,7.41,0,1.85,0,3.7,3.7,5.56,1.85,7.41,9.26,5.56,12.96,9.26,5.56,14.81,3.7,0,1.85,0,0,1.85,9.26,5.56,3.7,0,0,0,1.85,0,0,0,7.41,3.7,1.85,1.85,0,0,0,0,0,0,22.22,9.26,1.85,0,0,1.85,3.7,9.26,0,0,0,1.85,0,0,0,0,1.85,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,16.67,16.67,1.85,3.7,11.11,3.7,0,0,9.26,3.7,1.85,0,3.7,1.85,0,0,1.85,27.78,18.52,1.85,0,0,0,7.41,0
New Recording 2.m4a.fd0c9dc6-7c1d-4e3c-937a-5ee153098cd6.Transcript.txt,188,Visiting the U S A for the first time was a Sarah experience.I went to the new Orleans and immersed myself in the city's lively music and delicious catching the French quarter was alive with energy. And experiencing a traditional job performance was unforgettable. It was a trip that is filled with soul and spontaneity. Okay.,truthful,1,66,89.52,49.07,13.81,96.12,13.2,24.24,81.82,62.12,43.94,7.58,4.55,3.03,0,1.52,0,0,3.03,16.67,13.64,7.58,7.58,7.58,0,6.06,0,12.12,12.12,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,6.06,0,1.52,1.52,0,0,0,0,0,7.58,4.55,0,0,0,1.52,1.52,3.03,0,0,0,0,1.52,0,1.52,0,7.58,1.52,0,4.55,0,1.52,1.52,1.52,0,0,0,0,0,0,0,0,0,1.52,0,1.52,0,0,0,0,4.55,7.58,0,3.03,3.03,0,1.52,0,3.03,7.58,1.52,0,4.55,3.03,1.52,0,0,21.21,13.64,0,0,0,1.52,6.06,0
New Recording 21.m4a.72def961-086a-48b6-9f43-a520bd1d3aae.Transcript.txt,189,Stepping into the U S for the first time was like entering into your new chapter of my life. I reached Boston and was enchanted by historic charm and also the intellectual wife walking the freedom trial exploring Harbor city and indulging in the comp shorter made an unforgettable adventure Boston left the lasting impression on me.,truthful,1,66,94.5,58.11,95.15,99,22,30.3,84.85,57.58,40.91,7.58,7.58,4.55,0,3.03,0,0,0,15.15,10.61,7.58,12.12,3.03,1.52,6.06,0,7.58,9.09,4.55,1.52,1.52,0,0,3.03,0,3.03,1.52,1.52,0,0,0,0,0,10.61,10.61,0,1.52,1.52,0,0,0,0,0,13.64,6.06,0,0,0,1.52,1.52,4.55,1.52,0,1.52,0,0,0,0,0,1.52,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,4.55,13.64,0,6.06,9.09,0,0,0,6.06,7.58,0,0,3.03,3.03,0,0,0,15.15,9.09,0,0,0,0,6.06,0
Rec145_memo_memo.txt,190,Athens welcomed me with open arms inviting me to uncover its rich history and vibrant culture climbing the ancient steps of Acropolis with the patient standing tall against the blue Sky I felt profound connection to the past expert in the charming streets of placar including the delicious Greek cuisine I discovered the warmth and hospitality of the Greek people,truthful,1,64,99,7.67,93.71,99,64,35.94,89.06,60.94,39.06,7.81,6.25,6.25,0,0,0,0,1.56,14.06,12.5,3.13,15.63,0,0,3.13,0,4.69,17.19,1.56,6.25,1.56,3.13,3.13,4.69,0,4.69,3.13,0,0,0,0,1.56,0,9.38,9.38,0,1.56,1.56,0,0,0,0,0,12.5,9.38,3.13,1.56,0,1.56,1.56,0,0,0,0,0,3.13,0,3.13,0,1.56,0,0,0,1.56,0,3.13,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,1.56,4.69,14.06,0,3.13,7.81,1.56,0,3.13,4.69,7.81,0,0,1.56,1.56,0,0,0,4.69,1.56,0,0,0,0,3.13,0
Rec83.mp3.c842597e-b8e0-4f1f-8b33-1757776433a8.Transcript.txt,191,For stop California dreaming in Santa Monica surfing and sunsets by the payer.They're Joshua tree where the desert comes along with recent stary nights from where. Scratching to coda holding it was an adventure. I won't forget.,truthful,1,45,89.52,27.89,87.45,54.76,11.25,22.22,77.78,51.11,40,6.67,4.44,2.22,0,0,0,2.22,2.22,6.67,6.67,8.89,15.56,6.67,4.44,2.22,2.22,13.33,2.22,0,0,0,0,0,2.22,0,2.22,0,0,0,0,0,0,2.22,2.22,2.22,0,0,0,0,0,0,0,0,6.67,4.44,0,0,0,2.22,2.22,2.22,0,0,0,0,0,0,0,0,6.67,2.22,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,13.33,0,4.44,8.89,0,0,2.22,8.89,2.22,6.67,2.22,2.22,2.22,0,0,0,31.11,17.78,0,0,0,4.44,8.89,0
RRec94.m4a.04810845-ceef-4578-830b-7a22427af408.Transcript.txt,192,Exploring multi plantation nestled at Miss Misty Hills was refreshing gateway trucking through the lash greenery and sporting exotic oil life added to the adventure is known for school commit and panoramic views making it a popular health station for National lovers.,truthful,1,49,95.7,52.23,7.55,96.32,24.5,34.69,81.63,51.02,26.53,2.04,0,0,0,0,0,0,2.04,6.12,6.12,8.16,10.2,4.08,0,4.08,0,14.29,8.16,4.08,2.04,2.04,0,0,6.12,0,6.12,4.08,2.04,0,0,0,0,0,6.12,6.12,0,0,0,0,0,0,0,0,12.24,6.12,0,0,0,2.04,2.04,2.04,0,2.04,0,0,0,0,0,0,6.12,2.04,0,4.08,0,0,2.04,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,2.04,8.16,0,2.04,4.08,2.04,0,0,0,8.16,2.04,0,4.08,2.04,0,0,2.04,18.37,10.2,0,0,0,0,8.16,0
New Recording 56.m4a.e9e9302c-4b68-4205-8f00-a7d19c86f4ea.Transcript.txt,193,"Stepping off the plan in new York city. I was born. Overhead. So I script script. The sky. Hello, gas. Pushed and the energy.Crackled. Hi, <unk>. The slice of greasy and I'm screwed. The lights dealing spectacle magical.",truthful,1,48,86.38,11.66,68.87,99,4.36,22.92,77.08,50,31.25,6.25,6.25,6.25,0,0,0,0,0,10.42,10.42,8.33,6.25,4.17,2.08,6.25,0,8.33,10.42,2.08,2.08,0,2.08,0,2.08,0,2.08,2.08,0,0,0,0,0,0,14.58,12.5,2.08,0,0,0,0,0,0,0,10.42,8.33,0,4.17,0,2.08,6.25,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,12.5,0,2.08,4.17,4.17,2.08,0,6.25,6.25,2.08,2.08,2.08,2.08,0,0,0,50,31.25,4.17,0,0,2.08,12.5,0
New Recording 44.m4a.7f1483e5-b904-4006-9882-73110f708abf.Transcript.txt,194,"Hi, Santa Fe new Mexico with a.Mesmerist by the viper native American art explored entrant metal buildings. And try it.Southwestern <unk>. The blend of culture was fascinating.It was a unique American experience.",truthful,1,44,94.5,27.64,11.02,99,11,31.82,72.73,45.45,27.27,4.55,0,0,0,0,0,0,4.55,9.09,9.09,9.09,6.82,4.55,0,2.27,0,6.82,11.36,0,2.27,0,2.27,0,6.82,0,6.82,2.27,0,2.27,0,0,2.27,0,11.36,11.36,0,0,0,0,0,0,0,0,9.09,6.82,0,2.27,0,2.27,4.55,0,0,0,0,0,6.82,0,6.82,0,4.55,2.27,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,6.82,2.27,2.27,2.27,0,0,0,4.55,6.82,0,0,2.27,2.27,0,0,0,38.64,22.73,2.27,0,0,0,13.64,0
Voice 042.txt,195,"My first trip was to Grand Canyon in Arizona. It was like a big hole in the ground. I walked along the edge and saw the River at the bottom. It was really small. the birds are flying in the Canyon, they looked like dots. the Canyon is the really old and took a long time to make it was a big surprise.",truthful,1,68,95.53,31.82,36.2,66.58,9.71,4.41,83.82,76.47,54.41,8.82,4.41,2.94,0,0,0,1.47,4.41,19.12,16.18,4.41,13.24,8.82,2.94,2.94,0,17.65,13.24,7.35,0,0,0,0,4.41,0,4.41,0,1.47,0,0,2.94,0,0,4.41,2.94,0,1.47,0,0,0,0,0,0,4.41,2.94,0,0,0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,10.29,16.18,1.47,2.94,8.82,2.94,0,0,1.47,11.76,2.94,0,1.47,1.47,0,0,0,11.76,10.29,1.47,0,0,0,0,0
RRec10.m4a.e2d77a63-9bdd-49df-969e-52701ec5f893.Transcript.txt,196,"Sean is beautiful with old buildings like fairytale.We walked along the main road.Admiring, the architecture. I hate hot Momo's and two car warming up.My billing.It's peaceful and nice break from the busy.City life. I always remember the tranquility.",truthful,1,50,86.52,29.01,75.94,99,12.5,26,88,66,38,10,8,6,2,0,0,0,2,12,8,10,10,4,2,4,0,10,18,2,2,2,0,0,4,2,2,2,0,0,0,0,0,2,14,12,2,6,4,2,0,2,0,0,12,6,2,0,0,2,2,2,0,0,0,0,2,0,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,2,6,0,0,4,6,4,4,0,4,2,0,0,2,38,24,2,0,0,4,8,0
RRec99.m4a.da21cd12-aeee-44ad-80a5-6abb7b7ab741.Transcript.txt,197,In <unk>.I enjoyed the late back at most feature of the clip side beaches.Overlooking.This agency watching the sunrise and sunset of the cliffs was a scenic experience work ally is known for its Mendel springs and taking a tip in the Terra water felt refreshing.,truthful,1,55,98.11,40.06,63.35,93.39,27.5,21.82,80,52.73,38.18,5.45,1.82,1.82,0,0,0,0,3.64,18.18,12.73,7.27,10.91,3.64,0,3.64,0,9.09,3.64,1.82,3.64,1.82,1.82,0,3.64,0,3.64,3.64,0,0,0,0,0,0,5.45,5.45,0,1.82,1.82,0,0,0,0,0,5.45,5.45,1.82,0,0,1.82,1.82,1.82,0,1.82,0,0,0,0,0,0,7.27,1.82,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,3.64,14.55,3.64,0,9.09,1.82,0,1.82,5.45,7.27,1.82,0,3.64,1.82,0,0,1.82,25.45,14.55,0,0,0,0,10.91,0
Voice 007.txt,198,"The first trip I've ever been to is to see Eiffel tower in Paris, France. the Eiffel tower looked stunning. when I went there,The view from the top was really amazing and you can see all the Paris from there and the tower is like really tall and shiny it's must visit When you're in Paris. Um, it's, not just a landmark it's, a symbol of romance and history that ever visitor should experience.",truthful,1,80,26.1,40.06,21.38,78.09,16,10,81.25,72.5,58.75,10,5,2.5,0,2.5,0,0,5,13.75,10,3.75,10,15,11.25,7.5,1.25,20,7.5,3.75,1.25,1.25,0,0,11.25,3.75,7.5,0,0,3.75,0,2.5,1.25,0,5,3.75,0,2.5,1.25,0,0,0,0,0,6.25,3.75,0,0,0,1.25,1.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,5,15,1.25,1.25,6.25,6.25,0,0,6.25,7.5,8.75,0,2.5,1.25,0,1.25,0,18.75,6.25,6.25,0,0,6.25,0,0
New Recording 95.m4a.494d1c57-fa32-4ae9-9e1a-07de1661772a.Transcript.txt,199,"National, life music seen blue Mary. Hockey Tonks Park Street country.
Regents Street performance screw Kroon soul, meris under Grand Cooper stage accord with legends every corner has the musical Jim. I left wanting to learn gator myself.",truthful,1,47,92.17,28.37,42.1,99,9.4,23.4,70.21,36.17,17.02,4.26,4.26,4.26,0,0,0,0,0,4.26,2.13,8.51,6.38,2.13,0,0,0,8.51,10.64,2.13,0,0,0,0,6.38,2.13,4.26,2.13,0,2.13,0,0,0,0,8.51,8.51,0,0,0,0,0,0,0,0,12.77,6.38,0,0,0,2.13,2.13,2.13,0,0,0,0,0,0,0,0,12.77,6.38,0,4.26,0,2.13,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,6.38,19.15,0,0,10.64,4.26,4.26,0,2.13,2.13,2.13,0,2.13,2.13,0,0,0,29.79,17.02,4.26,0,0,0,8.51,0
Voice 014.txt,200,"The first trip i've have been to is Taj Mahal, One of the seven wonders in the world. It's absolutely breath taking. like., it's even more beautiful in the person than in the pictures. The pictures don't do Justice for the them. like, the white marble shines in the sunlight and the details in the architecture is really mesmerizing. I highly recommend it.",truthful,1,68,91.41,24.36,26.78,99,9.71,17.65,85.29,69.12,61.76,8.82,4.41,2.94,0,0,0,1.47,4.41,22.06,16.18,7.35,16.18,13.24,4.41,2.94,1.47,14.71,7.35,5.88,1.47,0,0,1.47,7.35,0,7.35,1.47,0,0,1.47,2.94,1.47,0,10.29,10.29,0,2.94,2.94,0,0,0,0,0,10.29,7.35,0,0,0,2.94,1.47,2.94,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,5.88,13.24,1.47,0,8.82,2.94,0,0,0,2.94,8.82,0,2.94,1.47,1.47,0,0,22.06,11.76,4.41,0,0,5.88,0,0
TRANSCRIPTS (52).txt,201,"Rome welcomed me with its timeless beauty, where every cobblestone has a story. I am mesmerized by its Colosseum's grandeur, the Vatican spiritual Allude, and the simple joy of a Galatio by the Trevi Fountain. Dining alfresso became my favorite way to soak in the city's vibrant street life.",truthful,1,54,95.3,13.82,27.44,99,13.5,27.78,77.78,51.85,40.74,9.26,5.56,5.56,0,0,0,0,3.7,18.52,11.11,3.7,11.11,3.7,1.85,1.85,0,5.56,5.56,1.85,1.85,1.85,0,0,3.7,1.85,1.85,0,0,0,0,0,0,0,9.26,9.26,0,1.85,1.85,0,0,0,0,0,11.11,9.26,0,1.85,0,1.85,3.7,0,0,0,0,0,0,0,0,0,5.56,0,0,1.85,0,3.7,3.7,1.85,0,1.85,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,3.7,11.11,1.85,0,7.41,0,0,1.85,1.85,1.85,3.7,0,1.85,1.85,0,0,0,20.37,7.41,5.56,0,0,3.7,3.7,0
